,家狼辆幅,免积斥岿,免积滴荐
1238,茄快,201905,9
1239,茄快,201906,9
1240,茄快,201907,6
1241,茄快,201908,5
1242,茄快,201909,5
1243,茄快,201910,8
1244,茄快,201911,5
1245,茄快,201912,5
1246,茄快,201908,1
1247,茄快,201905,1
1248,茄快,201908,1
1249,茄快,201901,1
1250,茄快,201907,1
1253,茄快,201901,2
1254,茄快,201902,2
1255,茄快,201903,1
1256,茄快,201904,2
1257,茄快,201908,2
1258,茄快,201910,4
1259,茄快,201911,2
1260,茄快,201912,1
1261,茄快,201901,1
1262,茄快,201902,2
1263,茄快,201904,1
1264,茄快,201905,2
1265,茄快,201906,1
1266,茄快,201907,3
1267,茄快,201909,1
1268,茄快,201910,3
1269,茄快,201911,2
1270,茄快,201912,1
1283,茄快,201902,3
1284,茄快,201903,6
1285,茄快,201904,3
1286,茄快,201907,5
1287,茄快,201911,1
1288,茄快,201912,2
1289,茄快,201901,1
1290,茄快,201903,1
1291,茄快,201904,5
1292,茄快,201905,7
1293,茄快,201906,5
1294,茄快,201907,1
1295,茄快,201911,2
1296,茄快,201912,3
1316,茄快,201901,6
1317,茄快,201902,20
1318,茄快,201903,40
1319,茄快,201904,34
1320,茄快,201905,51
1321,茄快,201906,30
1322,茄快,201907,40
1323,茄快,201908,22
1324,茄快,201909,30
1325,茄快,201910,15
1326,茄快,201911,15
1327,茄快,201912,11
1328,茄快,201901,15
1329,茄快,201902,21
1330,茄快,201903,37
1331,茄快,201904,45
1332,茄快,201905,42
1333,茄快,201906,28
1334,茄快,201907,30
1335,茄快,201908,20
1336,茄快,201909,17
1337,茄快,201910,21
1338,茄快,201911,18
1339,茄快,201912,11
1340,茄快,201902,5
1341,茄快,201903,10
1342,茄快,201904,2
1343,茄快,201905,5
1344,茄快,201906,3
1345,茄快,201907,1
1346,茄快,201908,2
1347,茄快,201909,1
1348,茄快,201910,3
1349,茄快,201911,1
1350,茄快,201912,1
1351,茄快,201902,6
1352,茄快,201903,6
1353,茄快,201904,5
1354,茄快,201905,6
1355,茄快,201906,3
1356,茄快,201907,3
1357,茄快,201908,1
1358,茄快,201909,2
1359,茄快,201910,4
1385,茄快,201901,4
1386,茄快,201902,7
1387,茄快,201903,35
1388,茄快,201904,46
1389,茄快,201905,41
1390,茄快,201906,19
1391,茄快,201907,14
1392,茄快,201908,13
1393,茄快,201909,14
1394,茄快,201910,5
1395,茄快,201911,3
1396,茄快,201912,8
1397,茄快,201901,6
1398,茄快,201902,8
1399,茄快,201903,31
1400,茄快,201904,48
1401,茄快,201905,35
1402,茄快,201906,26
1403,茄快,201907,15
1404,茄快,201908,12
1405,茄快,201909,10
1406,茄快,201910,14
1407,茄快,201911,8
1408,茄快,201912,7
1445,茄快,201901,283
1446,茄快,201902,362
1447,茄快,201903,708
1448,茄快,201904,1076
1449,茄快,201905,886
1450,茄快,201906,644
1451,茄快,201907,541
1452,茄快,201908,473
1453,茄快,201909,430
1454,茄快,201910,346
1455,茄快,201911,221
1456,茄快,201912,231
1457,茄快,201901,261
1458,茄快,201902,311
1459,茄快,201903,712
1460,茄快,201904,881
1461,茄快,201905,803
1462,茄快,201906,579
1463,茄快,201907,532
1464,茄快,201908,436
1465,茄快,201909,379
1466,茄快,201910,329
1467,茄快,201911,187
1468,茄快,201912,235
1469,茄快,201903,1
1470,茄快,201908,1
1471,茄快,201903,1
1472,茄快,201908,1
1509,茄快,201901,42
1510,茄快,201902,99
1511,茄快,201903,207
1512,茄快,201904,280
1513,茄快,201905,208
1514,茄快,201906,129
1515,茄快,201907,106
1516,茄快,201908,93
1517,茄快,201909,64
1518,茄快,201910,76
1519,茄快,201911,58
1520,茄快,201912,49
1521,茄快,201901,42
1522,茄快,201902,94
1523,茄快,201903,203
1524,茄快,201904,220
1525,茄快,201905,176
1526,茄快,201906,116
1527,茄快,201907,92
1528,茄快,201908,87
1529,茄快,201909,87
1530,茄快,201910,62
1531,茄快,201911,38
1532,茄快,201912,68
1569,茄快,201901,101
1570,茄快,201902,196
1571,茄快,201903,387
1572,茄快,201904,416
1573,茄快,201905,349
1574,茄快,201906,296
1575,茄快,201907,231
1576,茄快,201908,181
1577,茄快,201909,146
1578,茄快,201910,180
1579,茄快,201911,103
1580,茄快,201912,101
1581,茄快,201901,131
1582,茄快,201902,173
1583,茄快,201903,403
1584,茄快,201904,381
1585,茄快,201905,325
1586,茄快,201906,266
1587,茄快,201907,220
1588,茄快,201908,204
1589,茄快,201909,156
1590,茄快,201910,133
1591,茄快,201911,109
1592,茄快,201912,111
1629,茄快,201901,154
1630,茄快,201902,192
1631,茄快,201903,389
1632,茄快,201904,409
1633,茄快,201905,306
1634,茄快,201906,274
1635,茄快,201907,269
1636,茄快,201908,231
1637,茄快,201909,155
1638,茄快,201910,161
1639,茄快,201911,118
1640,茄快,201912,178
1641,茄快,201901,138
1642,茄快,201902,214
1643,茄快,201903,384
1644,茄快,201904,451
1645,茄快,201905,339
1646,茄快,201906,260
1647,茄快,201907,224
1648,茄快,201908,186
1649,茄快,201909,153
1650,茄快,201910,144
1651,茄快,201911,114
1652,茄快,201912,175
1689,茄快,201901,29
1690,茄快,201902,59
1691,茄快,201903,163
1692,茄快,201904,171
1693,茄快,201905,150
1694,茄快,201906,123
1695,茄快,201907,94
1696,茄快,201908,84
1697,茄快,201909,83
1698,茄快,201910,53
1699,茄快,201911,47
1700,茄快,201912,43
1701,茄快,201901,37
1702,茄快,201902,51
1703,茄快,201903,136
1704,茄快,201904,172
1705,茄快,201905,125
1706,茄快,201906,151
1707,茄快,201907,90
1708,茄快,201908,88
1709,茄快,201909,62
1710,茄快,201910,60
1711,茄快,201911,48
1712,茄快,201912,41
1738,茄快,201901,2
1739,茄快,201903,1
1740,茄快,201904,5
1741,茄快,201905,2
1742,茄快,201906,3
1743,茄快,201907,2
1744,茄快,201909,1
1745,茄快,201903,4
1746,茄快,201904,6
1747,茄快,201906,1
1748,茄快,201909,1
1765,茄快,201902,1
1766,茄快,201903,3
1767,茄快,201904,1
1768,茄快,201909,1
1769,茄快,201902,2
1770,茄快,201903,6
1771,茄快,201904,3
1772,茄快,201905,2
1773,茄快,201909,1
1774,茄快,201911,1
1811,茄快,201901,49
1812,茄快,201902,60
1813,茄快,201903,171
1814,茄快,201904,237
1815,茄快,201905,195
1816,茄快,201906,151
1817,茄快,201907,121
1818,茄快,201908,99
1819,茄快,201909,90
1820,茄快,201910,77
1821,茄快,201911,64
1822,茄快,201912,47
1823,茄快,201901,33
1824,茄快,201902,75
1825,茄快,201903,189
1826,茄快,201904,255
1827,茄快,201905,174
1828,茄快,201906,160
1829,茄快,201907,126
1830,茄快,201908,102
1831,茄快,201909,98
1832,茄快,201910,74
1833,茄快,201911,58
1834,茄快,201912,55
1835,茄快,201901,2
1836,茄快,201902,1
1837,茄快,201905,4
1838,茄快,201907,2
1839,茄快,201908,1
1840,茄快,201912,1
1841,茄快,201901,3
1842,茄快,201909,2
1843,茄快,201910,1
1845,茄快,201903,1
1846,茄快,201904,1
1847,茄快,201905,2
1848,茄快,201906,1
1849,茄快,201907,3
1850,茄快,201908,2
1851,茄快,201910,1
1852,茄快,201901,1
1853,茄快,201903,1
1854,茄快,201904,6
1855,茄快,201906,2
1856,茄快,201907,1
1857,茄快,201908,2
1858,茄快,201910,2
1895,茄快,201901,104
1896,茄快,201902,158
1897,茄快,201903,337
1898,茄快,201904,422
1899,茄快,201905,335
1900,茄快,201906,275
1901,茄快,201907,231
1902,茄快,201908,241
1903,茄快,201909,191
1904,茄快,201910,205
1905,茄快,201911,172
1906,茄快,201912,142
1907,茄快,201901,137
1908,茄快,201902,152
1909,茄快,201903,305
1910,茄快,201904,387
1911,茄快,201905,320
1912,茄快,201906,274
1913,茄快,201907,228
1914,茄快,201908,216
1915,茄快,201909,154
1916,茄快,201910,186
1917,茄快,201911,148
1918,茄快,201912,113
1955,茄快,201901,41
1956,茄快,201902,48
1957,茄快,201903,189
1958,茄快,201904,232
1959,茄快,201905,166
1960,茄快,201906,122
1961,茄快,201907,95
1962,茄快,201908,92
1963,茄快,201909,81
1964,茄快,201910,70
1965,茄快,201911,45
1966,茄快,201912,40
1967,茄快,201901,43
1968,茄快,201902,49
1969,茄快,201903,196
1970,茄快,201904,217
1971,茄快,201905,124
1972,茄快,201906,129
1973,茄快,201907,96
1974,茄快,201908,76
1975,茄快,201909,55
1976,茄快,201910,57
1977,茄快,201911,44
1978,茄快,201912,34
2015,茄快,201901,76
2016,茄快,201902,96
2017,茄快,201903,242
2018,茄快,201904,316
2019,茄快,201905,335
2020,茄快,201906,196
2021,茄快,201907,154
2022,茄快,201908,173
2023,茄快,201909,119
2024,茄快,201910,145
2025,茄快,201911,84
2026,茄快,201912,87
2027,茄快,201901,64
2028,茄快,201902,104
2029,茄快,201903,234
2030,茄快,201904,317
2031,茄快,201905,285
2032,茄快,201906,179
2033,茄快,201907,166
2034,茄快,201908,143
2035,茄快,201909,103
2036,茄快,201910,115
2037,茄快,201911,74
2038,茄快,201912,48
2075,茄快,201901,81
2076,茄快,201902,104
2077,茄快,201903,365
2078,茄快,201904,456
2079,茄快,201905,319
2080,茄快,201906,219
2081,茄快,201907,195
2082,茄快,201908,157
2083,茄快,201909,110
2084,茄快,201910,110
2085,茄快,201911,67
2086,茄快,201912,66
2087,茄快,201901,62
2088,茄快,201902,108
2089,茄快,201903,293
2090,茄快,201904,384
2091,茄快,201905,317
2092,茄快,201906,198
2093,茄快,201907,165
2094,茄快,201908,121
2095,茄快,201909,114
2096,茄快,201910,86
2097,茄快,201911,74
2098,茄快,201912,60
2117,茄快,201904,5
2118,茄快,201905,1
2119,茄快,201906,2
2120,茄快,201907,1
2121,茄快,201912,1
2122,茄快,201903,1
2123,茄快,201904,3
2124,茄快,201905,1
2125,茄快,201906,1
2126,茄快,201909,1
2127,茄快,201912,1
2164,茄快,201901,122
2165,茄快,201902,189
2166,茄快,201903,430
2167,茄快,201904,509
2168,茄快,201905,400
2169,茄快,201906,303
2170,茄快,201907,268
2171,茄快,201908,255
2172,茄快,201909,165
2173,茄快,201910,189
2174,茄快,201911,137
2175,茄快,201912,132
2176,茄快,201901,113
2177,茄快,201902,167
2178,茄快,201903,405
2179,茄快,201904,485
2180,茄快,201905,391
2181,茄快,201906,301
2182,茄快,201907,224
2183,茄快,201908,251
2184,茄快,201909,140
2185,茄快,201910,175
2186,茄快,201911,133
2187,茄快,201912,117
2188,茄快,201901,24
2189,茄快,201902,22
2190,茄快,201903,53
2191,茄快,201904,44
2192,茄快,201905,48
2193,茄快,201906,39
2194,茄快,201907,47
2195,茄快,201908,27
2196,茄快,201909,25
2197,茄快,201910,16
2198,茄快,201911,26
2199,茄快,201912,28
2200,茄快,201901,31
2201,茄快,201902,31
2202,茄快,201903,43
2203,茄快,201904,44
2204,茄快,201905,48
2205,茄快,201906,48
2206,茄快,201907,45
2207,茄快,201908,25
2208,茄快,201909,22
2209,茄快,201910,22
2210,茄快,201911,15
2211,茄快,201912,17
2239,茄快,201901,398
2240,茄快,201902,486
2241,茄快,201903,700
2242,茄快,201904,784
2243,茄快,201905,696
2244,茄快,201906,542
2245,茄快,201907,451
2246,茄快,201908,450
2247,茄快,201909,377
2248,茄快,201910,342
2249,茄快,201911,350
2250,茄快,201912,381
2251,茄快,201901,348
2252,茄快,201902,439
2253,茄快,201903,657
2254,茄快,201904,734
2255,茄快,201905,618
2256,茄快,201906,485
2257,茄快,201907,439
2258,茄快,201908,414
2259,茄快,201909,344
2260,茄快,201910,306
2261,茄快,201911,306
2262,茄快,201912,330
2298,茄快,201901,222
2299,茄快,201902,268
2300,茄快,201903,406
2301,茄快,201904,397
2302,茄快,201905,371
2303,茄快,201906,332
2304,茄快,201907,287
2305,茄快,201908,281
2306,茄快,201909,215
2307,茄快,201910,189
2308,茄快,201911,196
2309,茄快,201912,240
2310,茄快,201901,190
2311,茄快,201902,220
2312,茄快,201903,368
2313,茄快,201904,365
2314,茄快,201905,370
2315,茄快,201906,349
2316,茄快,201907,255
2317,茄快,201908,229
2318,茄快,201909,182
2319,茄快,201910,195
2320,茄快,201911,171
2321,茄快,201912,222
2357,茄快,201901,234
2358,茄快,201902,338
2359,茄快,201903,465
2360,茄快,201904,516
2361,茄快,201905,556
2362,茄快,201906,391
2363,茄快,201907,361
2364,茄快,201908,335
2365,茄快,201909,318
2366,茄快,201910,285
2367,茄快,201911,221
2368,茄快,201912,239
2369,茄快,201901,284
2370,茄快,201902,330
2371,茄快,201903,458
2372,茄快,201904,484
2373,茄快,201905,500
2374,茄快,201906,384
2375,茄快,201907,334
2376,茄快,201908,281
2377,茄快,201909,285
2378,茄快,201910,216
2379,茄快,201911,226
2380,茄快,201912,262
2411,茄快,201901,147
2412,茄快,201902,172
2413,茄快,201903,255
2414,茄快,201904,283
2415,茄快,201905,247
2416,茄快,201906,222
2417,茄快,201907,179
2418,茄快,201908,179
2419,茄快,201909,154
2420,茄快,201910,111
2421,茄快,201911,151
2422,茄快,201912,150
2423,茄快,201901,154
2424,茄快,201902,141
2425,茄快,201903,229
2426,茄快,201904,269
2427,茄快,201905,223
2428,茄快,201906,184
2429,茄快,201907,151
2430,茄快,201908,193
2431,茄快,201909,137
2432,茄快,201910,135
2433,茄快,201911,112
2434,茄快,201912,144
2467,茄快,201901,253
2468,茄快,201902,303
2469,茄快,201903,580
2470,茄快,201904,581
2471,茄快,201905,536
2472,茄快,201906,398
2473,茄快,201907,384
2474,茄快,201908,374
2475,茄快,201909,273
2476,茄快,201910,229
2477,茄快,201911,225
2478,茄快,201912,229
2479,茄快,201901,244
2480,茄快,201902,315
2481,茄快,201903,543
2482,茄快,201904,530
2483,茄快,201905,525
2484,茄快,201906,422
2485,茄快,201907,323
2486,茄快,201908,368
2487,茄快,201909,288
2488,茄快,201910,224
2489,茄快,201911,228
2490,茄快,201912,228
2526,茄快,201901,145
2527,茄快,201902,155
2528,茄快,201903,204
2529,茄快,201904,227
2530,茄快,201905,228
2531,茄快,201906,238
2532,茄快,201907,206
2533,茄快,201908,167
2534,茄快,201909,140
2535,茄快,201910,131
2536,茄快,201911,107
2537,茄快,201912,136
2538,茄快,201901,134
2539,茄快,201902,160
2540,茄快,201903,205
2541,茄快,201904,192
2542,茄快,201905,199
2543,茄快,201906,207
2544,茄快,201907,170
2545,茄快,201908,152
2546,茄快,201909,125
2547,茄快,201910,105
2548,茄快,201911,109
2549,茄快,201912,119
2585,茄快,201901,180
2586,茄快,201902,142
2587,茄快,201903,253
2588,茄快,201904,242
2589,茄快,201905,266
2590,茄快,201906,204
2591,茄快,201907,172
2592,茄快,201908,166
2593,茄快,201909,146
2594,茄快,201910,131
2595,茄快,201911,127
2596,茄快,201912,146
2597,茄快,201901,151
2598,茄快,201902,172
2599,茄快,201903,241
2600,茄快,201904,267
2601,茄快,201905,245
2602,茄快,201906,189
2603,茄快,201907,188
2604,茄快,201908,154
2605,茄快,201909,140
2606,茄快,201910,129
2607,茄快,201911,137
2608,茄快,201912,129
2644,茄快,201901,32
2645,茄快,201902,26
2646,茄快,201903,48
2647,茄快,201904,41
2648,茄快,201905,55
2649,茄快,201906,38
2650,茄快,201907,45
2651,茄快,201908,31
2652,茄快,201909,39
2653,茄快,201910,33
2654,茄快,201911,7
2655,茄快,201912,21
2656,茄快,201901,21
2657,茄快,201902,29
2658,茄快,201903,49
2659,茄快,201904,37
2660,茄快,201905,41
2661,茄快,201906,39
2662,茄快,201907,43
2663,茄快,201908,28
2664,茄快,201909,37
2665,茄快,201910,25
2666,茄快,201911,10
2667,茄快,201912,39
2704,茄快,201901,178
2705,茄快,201902,250
2706,茄快,201903,350
2707,茄快,201904,327
2708,茄快,201905,320
2709,茄快,201906,241
2710,茄快,201907,279
2711,茄快,201908,200
2712,茄快,201909,181
2713,茄快,201910,198
2714,茄快,201911,189
2715,茄快,201912,217
2716,茄快,201901,180
2717,茄快,201902,244
2718,茄快,201903,326
2719,茄快,201904,308
2720,茄快,201905,276
2721,茄快,201906,266
2722,茄快,201907,218
2723,茄快,201908,188
2724,茄快,201909,145
2725,茄快,201910,171
2726,茄快,201911,176
2727,茄快,201912,177
2760,茄快,201901,137
2761,茄快,201902,136
2762,茄快,201903,227
2763,茄快,201904,270
2764,茄快,201905,260
2765,茄快,201906,203
2766,茄快,201907,156
2767,茄快,201908,180
2768,茄快,201909,144
2769,茄快,201910,123
2770,茄快,201911,104
2771,茄快,201912,135
2772,茄快,201901,112
2773,茄快,201902,123
2774,茄快,201903,257
2775,茄快,201904,255
2776,茄快,201905,252
2777,茄快,201906,192
2778,茄快,201907,156
2779,茄快,201908,138
2780,茄快,201909,127
2781,茄快,201910,104
2782,茄快,201911,117
2783,茄快,201912,110
2815,茄快,201901,260
2816,茄快,201902,274
2817,茄快,201903,352
2818,茄快,201904,397
2819,茄快,201905,449
2820,茄快,201906,371
2821,茄快,201907,386
2822,茄快,201908,293
2823,茄快,201909,260
2824,茄快,201910,226
2825,茄快,201911,214
2826,茄快,201912,250
2827,茄快,201901,260
2828,茄快,201902,209
2829,茄快,201903,379
2830,茄快,201904,403
2831,茄快,201905,413
2832,茄快,201906,320
2833,茄快,201907,323
2834,茄快,201908,266
2835,茄快,201909,224
2836,茄快,201910,224
2837,茄快,201911,205
2838,茄快,201912,254
2874,茄快,201901,67
2875,茄快,201902,72
2876,茄快,201903,71
2877,茄快,201904,101
2878,茄快,201905,106
2879,茄快,201906,69
2880,茄快,201907,66
2881,茄快,201908,45
2882,茄快,201909,54
2883,茄快,201910,57
2884,茄快,201911,57
2885,茄快,201912,72
2886,茄快,201901,51
2887,茄快,201902,47
2888,茄快,201903,79
2889,茄快,201904,86
2890,茄快,201905,102
2891,茄快,201906,100
2892,茄快,201907,54
2893,茄快,201908,49
2894,茄快,201909,46
2895,茄快,201910,52
2896,茄快,201911,56
2897,茄快,201912,57
2898,茄快,201903,6
2899,茄快,201904,6
2900,茄快,201906,10
2901,茄快,201907,1
2902,茄快,201909,2
2903,茄快,201910,2
2904,茄快,201911,1
2905,茄快,201901,1
2906,茄快,201902,2
2907,茄快,201903,2
2908,茄快,201904,6
2909,茄快,201905,2
2910,茄快,201906,3
2911,茄快,201907,2
2912,茄快,201908,1
2913,茄快,201909,3
2914,茄快,201910,3
2915,茄快,201911,1
2938,茄快,201901,1
2939,茄快,201903,1
2940,茄快,201905,2
2941,茄快,201912,1
2942,茄快,201901,1
2943,茄快,201903,2
2944,茄快,201906,2
2975,茄快,201901,60
2976,茄快,201902,66
2977,茄快,201903,83
2978,茄快,201904,106
2979,茄快,201905,85
2980,茄快,201906,84
2981,茄快,201907,63
2982,茄快,201908,58
2983,茄快,201909,50
2984,茄快,201910,43
2985,茄快,201911,31
2986,茄快,201912,64
2987,茄快,201901,55
2988,茄快,201902,63
2989,茄快,201903,73
2990,茄快,201904,96
2991,茄快,201905,81
2992,茄快,201906,97
2993,茄快,201907,76
2994,茄快,201908,57
2995,茄快,201909,49
2996,茄快,201910,36
2997,茄快,201911,34
2998,茄快,201912,45
2999,茄快,201903,3
3000,茄快,201904,2
3001,茄快,201907,2
3002,茄快,201911,2
3003,茄快,201903,1
3004,茄快,201908,2
3005,茄快,201911,3
3006,茄快,201912,1
3008,茄快,201901,10
3009,茄快,201902,20
3010,茄快,201903,19
3011,茄快,201904,27
3012,茄快,201905,24
3013,茄快,201906,30
3014,茄快,201907,25
3015,茄快,201908,16
3016,茄快,201909,14
3017,茄快,201910,15
3018,茄快,201911,13
3019,茄快,201912,11
3020,茄快,201901,11
3021,茄快,201902,16
3022,茄快,201903,19
3023,茄快,201904,21
3024,茄快,201905,29
3025,茄快,201906,40
3026,茄快,201907,25
3027,茄快,201908,13
3028,茄快,201909,12
3029,茄快,201910,20
3030,茄快,201911,8
3031,茄快,201912,8
3065,茄快,201901,139
3066,茄快,201902,151
3067,茄快,201903,214
3068,茄快,201904,299
3069,茄快,201905,280
3070,茄快,201906,245
3071,茄快,201907,184
3072,茄快,201908,116
3073,茄快,201909,262
3074,茄快,201910,197
3075,茄快,201911,130
3076,茄快,201912,151
3077,茄快,201901,158
3078,茄快,201902,165
3079,茄快,201903,222
3080,茄快,201904,297
3081,茄快,201905,308
3082,茄快,201906,249
3083,茄快,201907,158
3084,茄快,201908,94
3085,茄快,201909,237
3086,茄快,201910,146
3087,茄快,201911,112
3088,茄快,201912,149
3124,茄快,201901,149
3125,茄快,201902,216
3126,茄快,201903,351
3127,茄快,201904,328
3128,茄快,201905,266
3129,茄快,201906,210
3130,茄快,201907,207
3131,茄快,201908,187
3132,茄快,201909,155
3133,茄快,201910,151
3134,茄快,201911,139
3135,茄快,201912,148
3136,茄快,201901,136
3137,茄快,201902,213
3138,茄快,201903,321
3139,茄快,201904,278
3140,茄快,201905,330
3141,茄快,201906,216
3142,茄快,201907,188
3143,茄快,201908,185
3144,茄快,201909,167
3145,茄快,201910,139
3146,茄快,201911,140
3147,茄快,201912,125
3178,茄快,201901,126
3179,茄快,201902,153
3180,茄快,201903,292
3181,茄快,201904,318
3182,茄快,201905,272
3183,茄快,201906,212
3184,茄快,201907,191
3185,茄快,201908,148
3186,茄快,201909,126
3187,茄快,201910,109
3188,茄快,201911,115
3189,茄快,201912,142
3190,茄快,201901,126
3191,茄快,201902,157
3192,茄快,201903,272
3193,茄快,201904,314
3194,茄快,201905,280
3195,茄快,201906,230
3196,茄快,201907,173
3197,茄快,201908,147
3198,茄快,201909,122
3199,茄快,201910,107
3200,茄快,201911,121
3201,茄快,201912,155
3202,茄快,201901,562
3203,茄快,201902,617
3204,茄快,201903,889
3205,茄快,201904,844
3206,茄快,201905,794
3207,茄快,201906,663
3208,茄快,201907,570
3209,茄快,201908,517
3210,茄快,201909,427
3211,茄快,201910,457
3212,茄快,201911,523
3213,茄快,201912,550
3214,茄快,201901,553
3215,茄快,201902,668
3216,茄快,201903,849
3217,茄快,201904,758
3218,茄快,201905,748
3219,茄快,201906,625
3220,茄快,201907,584
3221,茄快,201908,526
3222,茄快,201909,436
3223,茄快,201910,464
3224,茄快,201911,438
3225,茄快,201912,545
3262,茄快,201901,298
3263,茄快,201902,372
3264,茄快,201903,558
3265,茄快,201904,619
3266,茄快,201905,465
3267,茄快,201906,397
3268,茄快,201907,343
3269,茄快,201908,286
3270,茄快,201909,243
3271,茄快,201910,247
3272,茄快,201911,234
3273,茄快,201912,241
3274,茄快,201901,255
3275,茄快,201902,310
3276,茄快,201903,508
3277,茄快,201904,521
3278,茄快,201905,413
3279,茄快,201906,386
3280,茄快,201907,323
3281,茄快,201908,285
3282,茄快,201909,223
3283,茄快,201910,242
3284,茄快,201911,231
3285,茄快,201912,216
3322,茄快,201901,805
3323,茄快,201902,946
3324,茄快,201903,1392
3325,茄快,201904,1546
3326,茄快,201905,1403
3327,茄快,201906,1071
3328,茄快,201907,893
3329,茄快,201908,830
3330,茄快,201909,675
3331,茄快,201910,634
3332,茄快,201911,608
3333,茄快,201912,735
3334,茄快,201901,767
3335,茄快,201902,821
3336,茄快,201903,1298
3337,茄快,201904,1418
3338,茄快,201905,1347
3339,茄快,201906,1099
3340,茄快,201907,829
3341,茄快,201908,796
3342,茄快,201909,627
3343,茄快,201910,604
3344,茄快,201911,546
3345,茄快,201912,649
3374,茄快,201901,176
3375,茄快,201902,177
3376,茄快,201903,324
3377,茄快,201904,394
3378,茄快,201905,278
3379,茄快,201906,226
3380,茄快,201907,205
3381,茄快,201908,168
3382,茄快,201909,148
3383,茄快,201910,176
3384,茄快,201911,128
3385,茄快,201912,130
3386,茄快,201901,110
3387,茄快,201902,164
3388,茄快,201903,324
3389,茄快,201904,375
3390,茄快,201905,306
3391,茄快,201906,236
3392,茄快,201907,185
3393,茄快,201908,171
3394,茄快,201909,145
3395,茄快,201910,151
3396,茄快,201911,116
3397,茄快,201912,132
3434,茄快,201901,309
3435,茄快,201902,496
3436,茄快,201903,899
3437,茄快,201904,1024
3438,茄快,201905,900
3439,茄快,201906,714
3440,茄快,201907,604
3441,茄快,201908,538
3442,茄快,201909,411
3443,茄快,201910,401
3444,茄快,201911,385
3445,茄快,201912,394
3446,茄快,201901,330
3447,茄快,201902,433
3448,茄快,201903,929
3449,茄快,201904,1063
3450,茄快,201905,844
3451,茄快,201906,646
3452,茄快,201907,565
3453,茄快,201908,516
3454,茄快,201909,403
3455,茄快,201910,351
3456,茄快,201911,340
3457,茄快,201912,401
3488,茄快,201901,122
3489,茄快,201902,158
3490,茄快,201903,347
3491,茄快,201904,344
3492,茄快,201905,336
3493,茄快,201906,273
3494,茄快,201907,194
3495,茄快,201908,155
3496,茄快,201909,152
3497,茄快,201910,119
3498,茄快,201911,106
3499,茄快,201912,127
3500,茄快,201901,113
3501,茄快,201902,177
3502,茄快,201903,367
3503,茄快,201904,340
3504,茄快,201905,325
3505,茄快,201906,240
3506,茄快,201907,210
3507,茄快,201908,153
3508,茄快,201909,149
3509,茄快,201910,115
3510,茄快,201911,97
3511,茄快,201912,148
3548,茄快,201901,311
3549,茄快,201902,375
3550,茄快,201903,676
3551,茄快,201904,756
3552,茄快,201905,659
3553,茄快,201906,558
3554,茄快,201907,424
3555,茄快,201908,424
3556,茄快,201909,324
3557,茄快,201910,318
3558,茄快,201911,288
3559,茄快,201912,320
3560,茄快,201901,318
3561,茄快,201902,398
3562,茄快,201903,621
3563,茄快,201904,725
3564,茄快,201905,596
3565,茄快,201906,490
3566,茄快,201907,424
3567,茄快,201908,424
3568,茄快,201909,302
3569,茄快,201910,295
3570,茄快,201911,265
3571,茄快,201912,287
3602,茄快,201901,316
3603,茄快,201902,303
3604,茄快,201903,605
3605,茄快,201904,665
3606,茄快,201905,628
3607,茄快,201906,472
3608,茄快,201907,418
3609,茄快,201908,364
3610,茄快,201909,229
3611,茄快,201910,225
3612,茄快,201911,232
3613,茄快,201912,210
3614,茄快,201901,282
3615,茄快,201902,305
3616,茄快,201903,624
3617,茄快,201904,630
3618,茄快,201905,584
3619,茄快,201906,464
3620,茄快,201907,396
3621,茄快,201908,325
3622,茄快,201909,230
3623,茄快,201910,262
3624,茄快,201911,210
3625,茄快,201912,230
3647,茄快,201901,114
3648,茄快,201902,153
3649,茄快,201903,373
3650,茄快,201904,487
3651,茄快,201905,389
3652,茄快,201906,271
3653,茄快,201907,273
3654,茄快,201908,214
3655,茄快,201909,186
3656,茄快,201910,203
3657,茄快,201911,126
3658,茄快,201912,173
3659,茄快,201901,104
3660,茄快,201902,138
3661,茄快,201903,346
3662,茄快,201904,432
3663,茄快,201905,394
3664,茄快,201906,260
3665,茄快,201907,228
3666,茄快,201908,193
3667,茄快,201909,176
3668,茄快,201910,178
3669,茄快,201911,116
3670,茄快,201912,132
3706,茄快,201901,725
3707,茄快,201902,894
3708,茄快,201903,1441
3709,茄快,201904,1631
3710,茄快,201905,1394
3711,茄快,201906,1034
3712,茄快,201907,894
3713,茄快,201908,764
3714,茄快,201909,635
3715,茄快,201910,573
3716,茄快,201911,524
3717,茄快,201912,620
3718,茄快,201901,702
3719,茄快,201902,870
3720,茄快,201903,1459
3721,茄快,201904,1643
3722,茄快,201905,1328
3723,茄快,201906,1013
3724,茄快,201907,855
3725,茄快,201908,742
3726,茄快,201909,613
3727,茄快,201910,556
3728,茄快,201911,507
3729,茄快,201912,633
3765,茄快,201901,186
3766,茄快,201902,242
3767,茄快,201903,353
3768,茄快,201904,356
3769,茄快,201905,340
3770,茄快,201906,284
3771,茄快,201907,260
3772,茄快,201908,206
3773,茄快,201909,176
3774,茄快,201910,175
3775,茄快,201911,166
3776,茄快,201912,192
3777,茄快,201901,169
3778,茄快,201902,226
3779,茄快,201903,357
3780,茄快,201904,352
3781,茄快,201905,352
3782,茄快,201906,256
3783,茄快,201907,225
3784,茄快,201908,198
3785,茄快,201909,147
3786,茄快,201910,140
